id,standard,sections,pdf_pages,requirement,applicability,status,code,tests,evidence_level,finding,impact,closure
W-024,CTVS-1 and CTVS-2,10.4; 12.4,30; 31; 76,"Each redeemer is an exact three-field [magic,version,action] envelope with role tag State 0, Request 1, Claim 2 or Mint 3; action tags are scoped to that role.",profile0,aligned,reference/packages/onchain/lib/ctvs/decode.ak:132; reference/packages/protocol/src/wire/decode-actions.ts:168; reference/implementations/ctvs2/onchain/lib/ctvs2/family_decode.ak:48,reference/packages/onchain/lib/tests/validation_test.ak:312 (envelope_role_and_arity_are_distinct); reference/packages/onchain/lib/tests/validation_test.ak:576 (scoped_envelope_rejects_another_role); reference/packages/onchain/lib/tests/validation_test.ak:586 (scoped_envelope_rejects_extra_inner_action_field),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-025,CTVS-1,10.4,30,"Direct action tags 0,1,2,3 are deposit,mint,withdraw,redeem, each exactly [Destination,amount,bound,stateOutput,receiverOutput]; selected outputs are distinct and quantities use positive bounded integers.",profile0,aligned,reference/packages/onchain/lib/ctvs/wire.ak:124; reference/packages/onchain/lib/ctvs/validation.ak:360; reference/packages/protocol/src/wire/actions.ts:30; reference/packages/protocol/src/wire/decode-actions.ts:36,reference/packages/protocol/tests/wire.test.ts:298 (roundtrips direct %s); reference/packages/onchain/lib/tests/validation_test.ak:343 (direct_actions_reject_shared_successor_and_receiver_output),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-026,CTVS-1,10.4,30; 31,"Maintenance tags are CollectFees5[stateOutput,feeOutput], TopUp6[additionalLovelace,stateOutput], SetPause7[pauseFlags,stateOutput], with exact arities and bounded fields.",profile0,aligned,reference/packages/onchain/lib/ctvs/wire.ak:159; reference/packages/onchain/lib/ctvs/validation.ak:372; reference/packages/protocol/src/wire/actions.ts:95; reference/packages/protocol/src/wire/decode-actions.ts:36,"reference/packages/protocol/tests/wire.test.ts:308 (roundtrips every maintenance, request, mint and claim action); reference/implementations/ctvs1/onchain/validators/state_test.ak:268 (pause_and_topup_preserve_economics)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-027,CTVS-1 and CTVS-2,10.4; 12.4,31; 76,"Batch is C4[stateOutput,entries,rewardKey,Option<rewardOutput>]; SettleEntry C0[OutRef,claimOutput,claimTopup] is sorted by tx bytes then numeric index, unique, count 1..16 and further limited by Terms.max_batch.",profile0,aligned,reference/packages/onchain/lib/ctvs/validation.ak:334; reference/packages/onchain/lib/ctvs/validation.ak:372; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:410; reference/packages/protocol/src/wire/actions.ts:48; reference/packages/protocol/src/wire/primitives.ts:144,reference/packages/protocol/tests/wire.test.ts:417 (normalizes builder input order while rejecting unsorted semantic action Data); reference/packages/protocol/tests/wire.test.ts:396 (enforces injective outputs in every action with protected output indices),retained_test,Lists carry references and external top-ups only; quotes and totals are recomputed in the batch path. Distinct outputs prevent sharing obligations.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-028,CTVS-1 and CTVS-2,10.4; 12.4,31; 76,"Request actions are C0[stateRef] acknowledge, C1[refundOutput] cancel, C2[refundOutput] expiry; Mint actions C0[configOutput,stateOutput] initialize and C1[stateRef] supply update, without extra fields.",profile0,aligned,reference/packages/onchain/lib/ctvs/wire.ak:164; reference/packages/onchain/lib/ctvs/validation.ak:430; reference/packages/protocol/src/wire/decode-actions.ts:106; reference/packages/protocol/src/wire/decode-actions.ts:137,"reference/packages/onchain/lib/tests/validation_test.ak:473 (scoped_envelope_decoders_preserve_role_and_actions); reference/packages/protocol/tests/wire.test.ts:308 (roundtrips every maintenance, request, mint and claim action)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-029,CTVS-1 and CTVS-2,10.4; 12.4,31; 76,"Deliver is C0[entries], each entry C0[claimRef,receiverOutput]; entries count 1..16, sorted unique references, exhaustive consumed Q coverage, identical semantic list in every Q redeemer and unique output allocations.",profile0,aligned,reference/packages/onchain/lib/ctvs/validation.ak:347; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:69; reference/packages/protocol/src/wire/actions.ts:86,reference/implementations/ctvs2/onchain/validators/claim_test.ak:139 (same_receiver_still_requires_separate_output_allocations); reference/implementations/ctvs2/onchain/validators/claim_test.ak:147 (omitted_claim_fails_exhaustive_coverage); reference/implementations/ctvs2/onchain/validators/claim_test.ak:173 (all_claims_must_use_identical_semantic_delivery_list),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-030,CTVS-1,10.4,31,"Batch reward key is an explicit required signer and authorized by immutable Settlers; zero fee sum requires None, positive sum selects one distinct ADA-only enterprise-key output with exact datum/reference-script form and at least the fee sum.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:417; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:456; reference/packages/protocol/src/wire/actions.ts:48,,source,All reward branches are explicit in the compiled source. The wire encodes no operator-selected fee override. Transaction-level negative tests are assessed by the async review.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-031,CTVS-1 and CTVS-2,10.5; 10.7; 12.5,31; 32; 77,"Decode semantic Plutus Data rather than insist on preferred original CBOR spelling; reject non-Data types and malformed/trailing bytes, retaining semantic constructor alternatives and valid extended form.",profile0,aligned,reference/packages/protocol/src/data/codec.ts:76; reference/packages/protocol/src/data/parse.ts:35; reference/packages/onchain/lib/ctvs/decode.ak:14,reference/packages/protocol/tests/data.test.ts:26 (accepts semantically equivalent constructor array spellings); reference/packages/protocol/tests/data-adversarial.test.ts:9 (every proper prefix of the State fixture is incomplete); reference/packages/protocol/tests/data-adversarial.test.ts:17 (requires one complete top-level item before suffix %s); reference/packages/protocol/tests/data-adversarial.test.ts:58 (keeps constructor alternative $alternative distinct),retained_test,"Within the public constructor domain, alternate definite/indefinite/extended forms decode semantically. The valid large-constructor exclusion in a raw recovery body is separately reported as W-020, not classified malformed CBOR.",No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-032,CTVS-1,10.5,31; 32,"Preferred serialization uses definite empty lists, indefinite nonempty lists, definite maps in existing pair order, shortest integers and byte chunks no longer than 64; this writer is not interchangeable with generic canonical CBOR.",profile0,aligned,reference/packages/protocol/src/data/codec.ts:45; reference/packages/protocol/src/data/codec.ts:65; reference/packages/protocol/src/data/parse.ts:17,reference/packages/protocol/tests/data.test.ts:21 (accepts semantically equivalent constructor array spellings); reference/packages/protocol/tests/data-adversarial.test.ts:99 (rejects an oversized definite byte leaf behind tag prefix %s); reference/packages/protocol/tests/data-adversarial.test.ts:111 (serializes a 65-byte integer magnitude using bounded chunks: %s); reference/packages/onchain/lib/tests/validation_test.ak:419 (terms_builtin_serialization_and_hash_match_client_fixture),retained_test,Adapter explicitly configures map order/definiteness and chunks large integer magnitudes; source and retained fixture/builtin checks agree for covered vectors. Broader builtin-certification scope is W-046.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-033,CTVS-1,10.5; 10.7,32,"Opaque map pairs preserve their order and reject duplicate semantically equal keys, including keys encoded using different CBOR spellings; do not collapse to a dictionary or sort.",profile0,aligned,reference/packages/protocol/src/data/bounds.ts:21; reference/packages/protocol/src/data/value.ts:1; reference/packages/onchain/lib/ctvs/validation.ak:122,reference/packages/protocol/tests/data-adversarial.test.ts:33 (duplicate map keys cannot hide behind alternate constructor spellings); reference/packages/onchain/lib/tests/validation_test.ak:220 (opaque_maps_preserve_pairs_and_reject_duplicate_equal_keys); docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:69 (Reordered opaque map changes Terms commitment),executed_probe,Fresh Terms-map probe produces distinct commitments when the same pairs change order. Existing semantic-duplicate tests preserve two keys until the opaque validator rejects them.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-034,CTVS-1,10.6; 10.7,32,"Opaque recipient Data has depth<=16 from root0, nodes<=256 including container/key/value nodes, normalized bytes<=1024, signed256 integers and constructor alternatives 0..127.",profile0,aligned,reference/packages/protocol/src/data/bounds.ts:5; reference/packages/onchain/lib/ctvs/validation.ak:76; reference/packages/onchain/lib/ctvs/validation.ak:150,"reference/packages/onchain/lib/tests/validation_test.ak:191 (opaque_depth_bound_counts_root_as_zero); reference/packages/onchain/lib/tests/validation_test.ak:197 (opaque_node_limit_includes_container); reference/packages/onchain/lib/tests/validation_test.ak:205 (opaque_constructor_tags_are_bounded); reference/packages/onchain/lib/tests/validation_test.ak:211 (opaque_integer_bounds_are_signed_256_bits); reference/packages/protocol/tests/data-adversarial.test.ts:47 (map budgets count keys and values, and normalized byte bound includes chunk headers)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-035,CTVS-1 and CTVS-2,10.6; 12.5,32; 77,"Normalized record limits are State 256, Terms 4096, Config 4608, settlement Request 4096 and Claim 2048; settlement body size limits must not be imposed on raw recovery.",profile0,aligned,reference/packages/onchain/lib/ctvs/validation.ak:202; reference/packages/onchain/lib/ctvs/validation.ak:227; reference/packages/onchain/lib/ctvs/validation.ak:254; reference/packages/onchain/lib/ctvs/validation.ak:298; reference/packages/onchain/lib/ctvs/validation.ak:329; reference/packages/protocol/src/wire/requests.ts:81,reference/packages/onchain/lib/tests/validation_test.ak:237 (recovery_ignores_unsupported_and_oversized_economics); docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:52 (bytes-over-settlement-cap SDK recovery projection),executed_probe,The named datum-size limits use normalized serialization and apply in the correct structural/settlement validators. Fresh SDK recovery projection accepts a 5000-byte body; other generic decoder narrowing remains W-020.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-036,CTVS-1,10.6,32,"Where possible, structural/resource bounds precede expensive recursive normalization, without claiming a safe transaction capacity from schema limits.",profile0,partial,reference/packages/protocol/src/data/parse.ts:27; reference/packages/protocol/src/data/parse.ts:35; reference/packages/protocol/src/data/parse.ts:39; reference/packages/protocol/src/data/bounds.ts:5; reference/packages/onchain/lib/ctvs/validation.ak:150,reference/packages/protocol/tests/data-adversarial.test.ts:132 (normalizes recursive parser exhaustion into an explicit resource-limit rejection),retained_test,Opaque normalization is guarded by structural traversal. Generic CBOR parsing still performs the dependency recursive scan before the adapter depth/node walk; it catches runtime stack exhaustion as a resource-limit error. A pre-parse depth budget is not established.,"Fail-closed decoding is tested, but configurable depth does not bound all parser work before allocation/recursion.",Document this resource boundary and evaluate an iterative or preflight decoder before accepting adversarial large CBOR in a service.
W-037,CTVS-1,4.2,14; 15,"Compile fixed support scripts before T, bind their identities into the reviewed program and reject cycles or caller replacements; F_lock must always fail and Q must not depend on P.",profile0,aligned,reference/tools/lib/build.ts:42; reference/tools/lib/build.ts:51; reference/tools/lib/staging.ts:75; reference/packages/onchain/validators/config_lock.ak:4; reference/implementations/ctvs2/onchain/validators/claim.ak:6,reference/implementations/ctvs2/onchain/validators/lifecycle_test.ak:182 (actual_config_lock_has_no_spend_or_reserve_recovery_branch); reference/tools/lib/staging.test.ts:112 (creates generated bindings only in the disposable destination and validates script hashes),source,"The two-pass build embeds compiled F and, for CTVS-2, Q hashes; rebuilt support hashes must remain unchanged. Inputs cannot author reserved ctvs/deployment.ak. CTVS-1 specialization omits Q as separately disclosed in W-038.",No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-038,CTVS-1,4.2; 10.2,14; 15; 29,"The paper reference combination allows modes 1..15 and describes F,Q,T; any implementation subset must be identified rather than advertised as the entire combined construction.",profile0,narrowed,reference/tools/lib/build.ts:46; reference/tools/lib/build.ts:68; reference/packages/planning/src/context.ts:25; reference/implementations/ctvs1/onchain/validators/vault.ak:16; reference/implementations/ctvs2/onchain/lib/ctvs2/family_decode.ak:9,reference/implementations/ctvs1/onchain/validators/state_test.ak:682 (ctvs1_genesis_rejects_every_asynchronous_mode); reference/implementations/ctvs2/onchain/validators/state_test.ak:240 (ctvs2_genesis_rejects_direct_and_mixed_modes),retained_test,"Intentional family narrowing: CTVS-1 permits 1,2,3 and publishes F+P with claim:null; CTVS-2 permits 4,8,12 and publishes F+Q+P. Mixed direct/async mode combinations are wire-valid but rejected at either family genesis. This follows the chosen split, not a silent format reinterpretation.",Neither family alone implements every allowed mode of the paper combined reference profile. Consumers must select the advertised family; combined-mode deployments are unavailable.,Keep capability manifests explicit; either document this implementation subset as the conformance scope or provide a separately identified combined-mode build.
W-039,CTVS-1,4.2,14; 15,Apply seed OutRef and exact 32-byte Terms commitment to the compiled multipurpose template; P is the ledger versioned script hash and must be the same mint/spend identity.,acceptance,aligned,reference/tools/apply.ts:24; reference/tools/apply.ts:60; reference/tools/apply.ts:63; reference/tools/lib/build.ts:56,"reference/testing/integration/compilation/parameters.test.ts:19 (%s CLI and Lucid agree on synthetic parameter application, without a ledger transaction)",retained_test,"Retained integration test independently constructs Lucid seed Data, compares normalized applied bytes and PlutusV3 hashes, and proves no parameters remain. Synthetic seed does not establish seed existence, network deployment or full transaction acceptance.",No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-040,CTVS-1,4.2; 10.5,14; 32,Compute hK=Blake2b256(bytes 435456532f48322f5445524d5300 || serialiseData(validated Terms)); preserve the 14-byte zero-terminated domain and distinguish this from raw ledger datum hashing.,profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:22; reference/packages/protocol/src/wire/terms.ts:85; reference/packages/onchain/lib/ctvs/validation.ak:205; reference/packages/onchain/lib/ctvs/wire.ak:200,docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:68 (Terms domains are explicit14 bytes with trailing zero); reference/packages/onchain/lib/tests/validation_test.ak:419 (terms_builtin_serialization_and_hash_match_client_fixture),executed_probe,Fresh client hash is 3e786871c31d0ba1684920693cbb3ae53e42eca96d272280bf732e44b8844220 for the retained semantic Terms vector. Onchain hash uses the builtin and compares only after valid_terms. Exact printed hex characters are never hashed as text.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-041,CTVS-1,4.2,15,"Genesis consumes the existing seed and mints exactly ID(1),STATE(1), no SHARE or other assets; permanent identity names are fixed and additional preexisting/misallocated identities are rejected.",profile0,aligned,reference/packages/onchain/lib/ctvs/genesis.ak:20; reference/packages/onchain/lib/ctvs/genesis.ak:85; reference/packages/protocol/src/wire/primitives.ts:23; reference/packages/onchain/lib/ctvs/wire.ak:194,reference/implementations/ctvs1/onchain/validators/state_test.ak:592 (genesis_mints_only_permanent_identities); reference/implementations/ctvs1/onchain/validators/state_test.ak:603 (genesis_requires_seed); reference/implementations/ctvs1/onchain/validators/state_test.ak:608 (genesis_rejects_initial_share_issuance),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-042,CTVS-1,4.2,15,"Genesis creates Config at F and State at P with matching identities/hK, zero sequence/A/S/F/pause, positive exact reserves and no reference scripts; reject underlying policy P, wrong addresses and nonzero initial issuance.",profile0,aligned,reference/packages/onchain/lib/ctvs/genesis.ak:44; reference/packages/onchain/lib/ctvs/genesis.ak:60; reference/packages/onchain/lib/ctvs/ledger.ak:116,reference/implementations/ctvs1/onchain/validators/state_test.ak:616 (genesis_rejects_nonzero_backing); reference/implementations/ctvs1/onchain/validators/state_test.ak:628 (genesis_rejects_wrong_state_address); reference/implementations/ctvs1/onchain/validators/state_test.ak:640 (genesis_rejects_reference_script); reference/implementations/ctvs2/onchain/validators/state_test.ak:222 (ctvs2_genesis_and_real_mint_handler_accept_async_terms),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-043,CTVS-1,4.2; 12.1; 12.2,15; 35; 36,"After genesis, only SHARE supply deltas can mint/burn and they must be coupled to the authentic selected State spend; ID/STATE never mint again or burn.",profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:72; reference/packages/onchain/lib/ctvs/state_core.ak:203; reference/implementations/ctvs1/onchain/validators/vault.ak:52; reference/implementations/ctvs2/onchain/validators/vault.ak:64,reference/implementations/ctvs1/onchain/validators/state_test.ak:411 (rejects_unrelated_mint); reference/implementations/ctvs1/onchain/validators/state_test.ak:420 (rejects_wrong_mint_quantity); reference/implementations/ctvs1/onchain/validators/state_test.ak:429 (rejects_wrong_mint_state_reference),retained_test,"Whole mint-map equality and selected State authentication enforce the induction premise. S=N is conditional on these transaction predicates and accepted ledger history, not a formal proof claim.",No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-044,CTVS-1,12.3,36,Authenticate protected role by identity before interpreting untrusted datum/action: STATE custody must only route through State and cannot become a Request refund; malformed identity quantities reject.,profile0,aligned,reference/implementations/ctvs1/onchain/validators/vault.ak:23; reference/implementations/ctvs2/onchain/validators/vault.ak:25; reference/packages/onchain/lib/ctvs/ledger.ak:105,reference/implementations/ctvs1/onchain/validators/state_test.ak:557 (state_identity_cannot_take_request_refund_handler); reference/implementations/ctvs2/onchain/validators/lifecycle_test.ak:172 (actual_vault_request_rejects_state_role_before_action_interpretation),retained_test,Vault entrypoints examine STATE quantity and ID exclusion before their scoped datum/action decoders. Role routing remains independent of a request-shaped datum.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-045,CTVS-1 and CTVS-2,10; 10.4; 10.7; 12.1,28; 31; 32; 75,"Preserve the historical candidate-wire schema.json, wire.cddl and original fixture bundle byte-for-byte when claiming continuity with the stated v0.5/v0.6 wire package.",acceptance,unverified,reference/tools/lib/build.ts:39; reference/packages/protocol/tests/fixtures/wire-vectors.json:1,,external_gate,"The current tree includes generated CIP-57 blueprint types, semantic fixtures and exact wire source, but no authenticated original candidate-wire/schema.json or wire.cddl artifact was supplied. The source review cannot prove the paper four-file byte-preservation assertion or identity of its 22-fixture/44-comparison bundle.",Current wire conformance evidence must not be described as verification of the historical package or its publication revision check.,"Obtain the exact original bundle and trusted checksums, then compare every file and independently reconcile its schema/fixtures with this implementation."
W-046,CTVS-1 and CTVS-2,10.5; 10.7; 12.5,31; 32; 77,"Before freezing the encoding, compare exact nested decoding and commitment serialization with pinned Aiken/Plutus builtins and independent semantic expectations; local JS agreement alone is insufficient.",acceptance,partial,reference/packages/onchain/lib/tests/validation_test.ak:419; reference/packages/onchain/lib/tests/validation_test.ak:442; reference/packages/protocol/tests/fixtures/wire-vectors.json:1,reference/packages/onchain/lib/tests/validation_test.ak:419 (terms_builtin_serialization_and_hash_match_client_fixture); reference/packages/onchain/lib/tests/validation_test.ak:442 (scoped_decoders_preserve_all_public_datum_tags_and_fields); docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:38 (independent CML decoding of adversarial raw economic bodies),retained_test,"Pinned compiled builtin test covers one exact thirteen-field Terms vector and hash; scoped compiled decoders cover the record roles. This materially improves on the paper unexecuted gate, but does not certify all opaque Data/alternative encoding combinations or recover the unidentified historical fixture bundle.",A blanket builtin-certified entire WIRE-2 claim would exceed the enumerated evidence.,Add independent builtin vectors spanning every primitive and opaque serialization boundary and resolve the original-bundle provenance gate.
W-047,CTVS-1 and CTVS-2,10.5; 12.5,31; 77,Keep original signed transaction bytes and IDs separate from normalized Data used for semantic commitments; do not reserialize a signed transaction while retaining its prior ID/signatures.,acceptance,partial,reference/testing/ledger/serialization.ts:1; reference/testing/ledger/recorder.ts:24,,source,"The local harness retains signed CBOR and actual transaction identifiers separately from protocol encodeData and Terms hashes. No public indexer is implemented, so durable network indexing and rollback byte preservation remain outside this source proof.",Local retained transactions support inspection; they do not establish a production indexer preservation invariant.,Specify and test a network indexer persistence boundary if that infrastructure is included in conformance claims.
W-048,CTVS-1 and CTVS-2,11; 11; 12.2,33; 34; 35; 74; 75,"Managed valuation, debt/positions, epochs, partial fills, bearer/controller extensions or executable capability modules require an explicit separate profile; do not hide them in profile 0 fields.",extension,out_of_scope,reference/packages/onchain/lib/ctvs/wire.ak:25; reference/packages/onchain/lib/ctvs/wire.ak:57; reference/packages/onchain/lib/ctvs/wire.ak:70; reference/packages/onchain/lib/ctvs/validation.ak:186,,source,Exact profile 0 records intentionally exclude these extensions. Raw recovery economic_body is not a generic execution-module mechanism. Managed/native integration claims require their separate economic/state mapping and actual protocol evidence.,"Absence is deliberate scope, not a missing profile 0 field.",Keep extension claims excluded until a separately versioned mapping and evidence are supplied.
I-001,Common,"CTVS-1 1.3, 2.1-2.4",6; 7; 8,"Disclose exact profile and distinguish read, direct, async and extension conformance.",profile0,partial,reference/README.md:3; reference/README.md:5; reference/packages/planning/src/types.ts:104,,source,Family/profile/wire and modes are documented; no machine-readable common conformance/disposition response exists.,Consumers lack the complete declared conformance boundary.,"Publish operation-specific conformance and evidence fields, qualifying the broad README claim."
I-002,Common,CTVS-1 13.2,37,Expose the common CTVS-INTEGRATION-0.6 semantic response contract.,profile0,missing,reference/packages/planning/src/types.ts:104; reference/packages/planning/src/plan.ts:49,,source,Only CTVS-REFERENCE-PLAN-1 transaction intents exist; no standard response adapter or response.schema.json.,Applications still need custom interpretation.,Implement and test the required semantic envelopes; reconcile the original schema bundle.
I-003,Common,CTVS-1 13.2,37,Every response carries schema/kind/network/chain point/vault/implementation/conformance/evidence/verification disposition.,profile0,partial,reference/packages/planning/src/types.ts:104; reference/packages/planning/src/plan.ts:55,,source,"Plans include supplied network and build bindings, but not the complete required envelope or verified evidence.",A plausible plan is not an authenticated response.,Bind each response to verified source references and an explicit conformance/disposition record.
I-004,Common,CTVS-1 13.2,37,"Represent known, unknown, unsupported, stale and not_applicable distinctly; never fabricate missing values.",profile0,partial,reference/packages/protocol/src/types.ts:117; reference/packages/planning/src/types.ts:127,,source,"Intent placeholders remain unknown and not ready, but there is no common quantity/status union; DepositLimit uses known/unavailable.","Consumers cannot apply one status interpretation across snapshots, limits and requests.","Define shared value-state types and test zero versus missing, unsupported and stale data."
I-005,Common,CTVS-1 13.2,37,Serialize unsigned quantities as decimal strings and assets using explicit identities.,profile0,aligned,reference/packages/planning/src/plan.ts:168; reference/packages/planning/src/value.ts:1; reference/packages/protocol/src/wire/primitives.ts:1,reference/packages/planning/test/plan.test.ts:1,retained_test,Plan JSON converts bigint to decimal strings and uses explicit asset identifiers.,Current intent serialization avoids floating-point amount loss.,Retain this behavior in the common response adapter.
I-006,Common,"CTVS-1 13.1, 13.3",37; 38,"Resolve authenticated deployment, Terms and State from one coherent chain history and point.",profile0,missing,reference/packages/planning/src/types.ts:8; reference/packages/planning/src/context.ts:40,,source,Chain point and deployment are supplied by caller; checks establish shape/consistency only.,No trustworthy snapshot or stale/forked-reference detection service.,Implement provider resolution pinned to a chain point plus genesis/script/Config authentication.
I-007,Common,CTVS-1 13.1,37,Support share-to-vault discovery with verified network and implementation identity.,profile0,missing,reference/packages/planning/src/types.ts:9,,source,No reader/discovery API is present in the public packages.,Wallets cannot authenticate a vault from its share asset using this SDK alone.,Add authenticated reverse discovery with spoofed-label and wrong-network tests.
I-008,Common,CTVS-1 13.2-13.3,37; 38,Read-only estimates and unconstructed plans must not be marked executable or ready.,profile0,aligned,reference/packages/planning/src/plan.ts:65; reference/packages/planning/src/plan.ts:87; reference/packages/protocol/src/math/quotes.ts:59,reference/packages/planning/test/plan.test.ts:1,retained_test,"Plans explicitly set verifiedOnLedger=false, signed=false and submitReady=false; previews say execution unchecked.",Unresolved construction is not silently advertised as executable.,Preserve this distinction when adding a verified builder.
I-009,Common,CTVS-1 13.2-13.3,37; 38,"Publish complete snapshot backing, supply, excluded fees, liquidity, status, capabilities and pricing sources.",profile0,missing,reference/packages/protocol/src/types.ts:45; reference/packages/protocol/src/math/quotes.ts:1,,source,"State records and math primitives exist, but no complete snapshot response or liquidity/status projection exists.",Integrators must reconstruct views and trust boundaries themselves.,Build snapshot views from authenticated ledger state with explicit provenance.
I-010,Common,CTVS-1 13.3,38,A quote binds its calculation to State/source evidence without implying rate reservation.,profile0,partial,reference/packages/protocol/src/math/quotes.ts:59; reference/implementations/ctvs1/client/src/direct.ts:29; reference/implementations/ctvs2/client/src/batch.ts:40,,source,"Pure previews contain numbers and exact_at_snapshot; plans include input references, and Batch has pricingBasis. There is no complete standalone authenticated quote response.",A detached preview cannot establish the ledger basis of its price.,Return quote evidence/expiry/prerequisites separately from mathematical preview results.
I-011,Common,"CTVS-1 6.4, 13.3",19; 20; 38,Report economic minimum/maximum separately from construction limits and distinguish reasons for unavailability.,profile0,partial,reference/packages/protocol/src/math/limits.ts:5; reference/packages/protocol/src/types.ts:117,reference/packages/protocol/tests/math.property.test.ts:92,retained_test,maxDeposit implements an economic upper bound with constructionLimit unknown; no complete minimum/maximum response across all operations.,Arithmetic capacity can be mistaken for a transaction construction limit.,"Add complete semantic limit reporting, including unknown/unsupported where no proved algorithm exists."
I-012,Common,CTVS-1 13.3; CTVS-2 14.1,38; 80,"Classify protocol fees, execution reward, refundable/carry storage, network fees and external top-ups separately.",profile0,partial,reference/packages/protocol/src/types.ts:101; reference/implementations/ctvs2/client/src/batch.ts:145; reference/packages/planning/src/plan.ts:102,,source,Economics and planned values separate several partitions; network fee/collateral remain unknown and no common quote classification ties all units/recipients/accrual points together.,A consuming application must add fee interpretation.,Implement typed fee categories and reconciliation checks over quote and final effects.
I-013,Common,CTVS-1 13.4,38,"Keep quotes, authorized requests and accepted realized results as separate records.",profile0,partial,reference/implementations/ctvs2/client/src/requests.ts:9; reference/testing/ledger/recorder.ts:101,,source,Intent and local transaction artifacts are separate; no public realized-result projection exists.,Local test records are not a interoperable transaction history API.,Define authenticated realized records with actual gross/net effects and origin references.
I-014,Common,CTVS-1 13.4,38,"Verify complete approved effects before signing, including change, funding, fees and collateral exposure.",profile0,partial,reference/testing/ledger/outputs.ts:8; reference/testing/ledger/recorder.ts:44; reference/packages/planning/src/plan.ts:102,docs/reviews/2026-09-18-whitepaper-conformance/probes/integration-probes.ts:58,executed_probe,Fresh probe appended an unplanned 50 ADA payout to a separate generated wallet; recorder signed and accepted it while planned protected outputs remained exact.,The test adapter is not a complete wallet-intent verifier. No vault theft occurred; extra funds came from funding inputs.,Define final approved effects and verify all non-protected effects before requesting a signature.
I-015,Common,CTVS-1 13.4; CTVS-2 14.4,38; 81,Preserve signed transaction bytes and IDs; do not reserialize and reuse signatures.,profile0,aligned,reference/testing/ledger/recorder.ts:52; reference/testing/ledger/evaluator.ts:179,reference/testing/ledger/evaluator.test.ts:109,retained_test,"Recorder saves the signed bytes, checks witnesses against their transaction hash and submits the same signed transaction object.",Current local signing path retains the signed artifact.,Expand noncanonical transaction encoding tests independently; current test does not prove every library serialization behavior.
I-016,Common,CTVS-1 13.4; CTVS-2 12.7,38; 78,"Rollback must reverse status and quantities, including settlement and delivery-only rollback.",profile0,missing,reference/VALIDATION.md:72,,source,"No production indexer, rollback journal or competing-history replay implementation.",Wallet ownership/claimable status cannot be kept correct through forks by this code alone.,"Implement reversible history projection with settlement rollback, delivery rollback and competing branch tests."
I-017,Common,CTVS-1 13.4; CTVS-2 12.7,38; 78,"Separate liquid shares, redemption escrow, issued-undelivered shares, pending deposits and fixed claims.",profile0,partial,reference/implementations/ctvs2/client/src/requests.ts:9; reference/testing/fixtures/requests.ts:71,,source,Request planners describe participation; no aggregate authenticated ownership projection maintains all buckets.,Consumer accounting could double-count pending and claimable property.,Add bucket-preserving lifecycle projection and conservation checks through rollback.
